weather_id,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed,city_key,date_key
460,17.6,22.8,12.6,0.0,43,6.4,1,20250221
461,23.5,27.6,19.6,0.0,78,6.4,2,20250221
462,6.2,8.4,2.9,1.4,81,14.9,3,20250221
463,0.6,1.8,-0.5,4.4,74,17.2,4,20250221
464,12.7,15.0,11.1,5.3,86,17.2,5,20250221
465,5.9,13.7,0.7,0.0,81,7.6,6,20250221
466,4.0,11.1,-1.0,0.0,82,1.5,7,20250221
467,13.7,17.4,10.3,0.0,53,7.6,8,20250221
468,26.2,32.7,19.9,0.0,13,13.7,9,20250221
469,20.7,28.7,13.9,0.0,34,10.1,1,20250222
470,23.9,28.2,20.3,0.0,72,5.6,2,20250222
471,4.2,6.4,1.8,2.2,79,7.9,3,20250222
472,-0.4,1.4,-2.4,8.3,75,10.8,4,20250222
473,10.4,12.9,7.9,6.1,87,9.6,5,20250222
474,4.8,11.6,-1.0,0.0,86,4.7,6,20250222
475,5.7,13.7,-0.3,0.0,83,2.9,7,20250222
476,12.8,17.3,8.9,0.0,50,8.9,8,20250222
477,26.3,33.3,19.3,0.0,19,12.5,9,20250222
478,18.4,22.7,14.4,0.0,44,9.0,1,20250223
479,24.6,29.8,20.3,0.0,72,5.0,2,20250223
480,2.6,5.7,-0.0,0.0,77,11.1,3,20250223
481,-1.0,1.5,-3.7,1.0,77,6.7,4,20250223
482,9.0,10.8,6.6,1.4,87,17.9,5,20250223
483,6.7,10.6,4.2,0.2,85,6.6,6,20250223
484,6.7,10.7,3.7,4.4,91,1.9,7,20250223
485,12.4,16.7,9.0,0.0,49,9.8,8,20250223
486,27.5,34.5,20.4,0.0,20,12.8,9,20250223
487,15.2,20.9,11.2,0.2,42,7.1,1,20250224
488,24.5,29.2,20.8,0.0,76,5.2,2,20250224
489,1.3,5.0,-1.2,0.2,73,7.9,3,20250224
490,0.7,3.7,-3.6,0.0,70,4.3,4,20250224
491,10.5,12.5,7.7,13.8,86,16.8,5,20250224
492,8.0,13.2,3.9,0.6,83,5.1,6,20250224
493,6.0,10.2,2.3,0.0,90,2.4,7,20250224
494,11.8,15.9,8.0,0.1,52,9.1,8,20250224
495,28.3,34.9,21.7,0.0,24,14.3,9,20250224
496,10.1,13.5,7.0,0.0,35,10.5,1,20250225
497,24.9,29.4,20.5,0.0,71,5.6,2,20250225
498,2.7,8.8,-2.4,0.0,64,5.5,3,20250225
499,4.5,7.0,0.8,0.0,67,6.8,4,20250225
500,8.1,10.4,5.4,0.8,80,8.7,5,20250225
501,8.6,13.4,5.4,2.7,76,6.6,6,20250225
502,6.6,9.7,3.8,0.4,88,3.6,7,20250225
503,11.6,16.1,7.1,0.0,51,10.8,8,20250225
504,28.7,35.2,22.3,0.0,21,13.2,9,20250225
505,11.3,17.0,6.6,0.0,18,5.5,1,20250226
506,26.9,33.0,22.5,0.0,51,9.6,2,20250226
507,5.3,11.2,0.3,0.0,57,4.9,3,20250226
508,5.7,9.7,0.4,0.0,80,3.7,4,20250226
509,5.5,7.8,3.2,5.8,87,12.3,5,20250226
510,5.2,6.7,3.7,6.6,81,16.0,6,20250226
511,4.5,6.2,0.6,1.4,81,15.9,7,20250226
512,13.4,18.8,9.0,0.0,48,11.4,8,20250226
513,29.4,36.3,22.3,0.0,18,10.4,9,20250226
514,12.7,18.8,10.0,0.0,29,5.9,1,20250227
515,26.3,32.8,20.3,0.0,40,7.2,2,20250227
516,7.5,13.2,2.4,0.0,40,3.2,3,20250227
517,9.5,12.6,6.6,0.0,74,4.7,4,20250227
518,5.6,9.2,3.2,0.0,75,11.4,5,20250227
519,2.9,6.7,0.2,1.3,86,9.7,6,20250227
520,1.5,4.7,-1.0,5.2,94,4.9,7,20250227
521,14.9,20.5,9.7,0.0,52,11.0,8,20250227
522,30.2,37.5,22.6,0.0,20,11.5,9,20250227
523,13.2,18.2,8.4,0.0,26,6.2,1,20250228
524,26.0,32.8,21.1,0.0,44,5.0,2,20250228
525,9.0,14.7,4.4,0.0,40,5.7,3,20250228
526,9.4,13.0,6.4,0.7,83,9.1,4,20250228
527,4.7,8.8,0.9,0.0,77,4.9,5,20250228
528,2.2,6.4,-0.4,3.3,82,10.0,6,20250228
529,2.6,6.6,-1.0,0.2,79,4.4,7,20250228
530,15.9,21.9,10.0,0.0,50,7.7,8,20250228
531,29.3,35.6,23.4,0.0,17,13.7,9,20250228
532,16.8,22.9,10.9,0.0,28,9.7,1,20250301
533,25.8,30.3,21.5,0.0,44,5.5,2,20250301
534,8.9,13.4,5.5,0.2,72,9.0,3,20250301
535,7.3,11.7,4.9,0.0,84,10.8,4,20250301
536,4.0,8.8,0.1,0.0,84,3.9,5,20250301
537,1.4,5.0,-1.2,0.1,85,6.1,6,20250301
538,2.1,5.0,0.3,0.0,82,13.3,7,20250301
539,16.5,21.8,11.4,0.0,48,6.0,8,20250301
540,27.5,34.5,20.8,0.0,13,13.8,9,20250301
541,16.1,20.9,10.5,0.0,25,8.6,1,20250302
542,25.0,29.2,21.0,0.0,56,5.6,2,20250302
543,10.5,17.2,4.7,0.0,61,4.1,3,20250302
544,7.3,13.1,3.9,3.3,81,9.0,4,20250302
545,3.6,8.7,-1.3,0.0,85,2.8,5,20250302
546,1.6,7.1,-2.2,0.0,79,7.8,6,20250302
547,2.7,7.2,-0.4,0.0,78,7.9,7,20250302
548,16.7,22.6,10.7,0.0,55,8.0,8,20250302
549,27.8,35.2,20.5,0.0,14,12.1,9,20250302
550,15.9,20.6,10.6,0.0,18,6.7,1,20250303
551,25.5,31.7,20.9,0.0,53,10.3,2,20250303
552,13.3,19.5,8.4,0.0,34,7.0,3,20250303
553,5.8,7.1,4.1,1.8,80,15.5,4,20250303
554,4.3,10.3,-0.8,0.0,81,2.3,5,20250303
555,2.2,8.9,-2.5,0.0,68,4.5,6,20250303
556,2.6,9.2,-1.8,0.0,85,2.3,7,20250303
557,17.0,23.5,10.5,0.0,57,9.2,8,20250303
558,27.5,34.9,19.8,0.0,13,9.5,9,20250303
559,16.7,22.4,12.0,2.2,32,11.4,1,20250304
560,25.9,29.6,22.3,0.0,46,10.3,2,20250304
561,14.1,20.2,8.7,0.0,34,5.6,3,20250304
562,5.5,7.4,4.1,0.2,73,16.6,4,20250304
563,5.3,10.9,0.8,0.0,79,4.1,5,20250304
564,3.2,10.1,-1.3,0.0,63,3.9,6,20250304
565,3.0,10.8,-3.3,0.0,84,1.3,7,20250304
566,16.7,21.7,11.7,0.0,60,9.3,8,20250304
567,27.8,34.9,20.2,0.0,12,8.8,9,20250304
568,21.4,27.7,14.8,0.0,40,7.8,1,20250305
569,25.6,28.4,23.7,0.3,72,9.2,2,20250305
570,11.9,17.5,8.9,0.2,57,9.0,3,20250305
571,6.1,10.2,3.2,0.0,75,12.7,4,20250305
572,6.4,12.9,1.0,0.0,77,6.8,5,20250305
573,4.5,12.4,-1.4,0.0,71,3.5,6,20250305
574,3.9,12.3,-2.4,0.0,81,1.0,7,20250305
575,16.0,22.1,11.2,1.8,62,5.7,8,20250305
576,28.2,35.6,20.2,0.0,10,9.2,9,20250305
577,22.7,27.5,18.6,0.9,50,8.9,1,20250306
578,25.1,29.0,21.6,0.0,74,5.1,2,20250306
579,10.6,16.4,6.5,0.5,69,15.9,3,20250306
580,8.1,15.1,3.4,0.0,66,10.7,4,20250306
581,9.4,15.8,4.6,0.0,69,7.8,5,20250306
582,6.5,14.9,-1.4,0.0,70,6.2,6,20250306
583,5.8,14.4,0.5,0.0,72,2.4,7,20250306
584,16.4,22.1,11.8,0.0,64,5.0,8,20250306
585,26.6,32.5,20.7,0.0,14,13.4,9,20250306
586,23.3,28.3,19.4,2.1,56,6.3,1,20250307
587,23.9,27.8,20.2,0.0,74,6.2,2,20250307
588,9.5,11.8,8.1,21.1,90,13.4,3,20250307
589,8.4,13.1,5.5,0.0,61,15.1,4,20250307
590,12.2,16.0,9.7,0.0,74,10.3,5,20250307
591,6.5,14.5,-0.5,0.0,70,5.0,6,20250307
592,6.3,14.3,0.4,0.0,69,2.4,7,20250307
593,17.3,23.8,12.0,0.0,62,6.0,8,20250307
594,24.6,30.7,18.6,0.0,18,12.5,9,20250307
595,21.8,26.8,18.5,3.0,54,7.2,1,20250308
596,23.4,27.6,19.1,0.0,77,6.9,2,20250308
597,11.4,16.1,8.0,0.1,85,13.2,3,20250308
598,8.8,13.3,6.4,0.0,77,13.1,4,20250308
599,11.2,15.8,7.0,0.0,71,9.4,5,20250308
600,6.6,14.6,-0.8,0.0,67,5.2,6,20250308
601,6.3,15.3,-0.3,0.0,72,2.5,7,20250308
602,17.7,24.4,13.0,0.0,61,5.5,8,20250308
603,24.5,30.9,17.7,0.0,16,10.9,9,20250308
604,21.4,26.8,16.0,0.0,37,4.7,1,20250309
605,25.0,29.2,20.2,0.0,76,6.5,2,20250309
606,11.7,17.5,6.7,0.1,72,5.3,3,20250309
607,8.9,12.0,6.4,0.0,86,6.0,4,20250309
608,10.9,16.2,7.1,0.0,72,9.5,5,20250309
609,8.3,17.3,1.3,0.0,66,5.9,6,20250309
610,8.1,17.6,1.1,0.0,64,3.9,7,20250309
611,18.9,25.5,13.3,0.0,47,4.9,8,20250309
612,25.9,32.8,18.5,0.0,16,11.4,9,20250309
613,21.7,26.2,17.2,0.1,41,9.7,1,20250310
614,25.1,29.8,21.4,0.1,74,5.9,2,20250310
615,11.7,17.0,7.3,0.5,72,5.5,3,20250310
616,10.1,15.5,6.6,0.0,80,6.3,4,20250310
617,9.2,13.8,6.9,0.4,79,9.0,5,20250310
618,7.7,11.5,4.7,2.9,76,10.8,6,20250310
619,7.1,10.9,4.0,1.2,82,5.5,7,20250310
620,20.5,26.8,14.6,0.0,36,7.8,8,20250310
621,26.7,33.1,19.8,0.0,18,11.6,9,20250310
622,21.3,27.6,16.8,0.0,43,8.3,1,20250311
623,25.8,31.1,21.1,0.0,49,4.5,2,20250311
624,13.4,18.9,8.2,0.0,65,5.2,3,20250311
625,13.4,18.2,9.4,0.0,67,14.0,4,20250311
626,6.5,8.2,4.2,0.4,74,12.7,5,20250311
627,7.6,13.8,2.6,0.0,75,5.2,6,20250311
628,7.0,13.7,1.7,1.1,79,2.6,7,20250311
629,20.7,26.6,14.6,0.0,36,8.3,8,20250311
630,27.4,34.2,20.1,0.0,16,11.5,9,20250311
631,20.4,25.8,15.7,0.0,46,9.0,1,20250312
632,26.6,32.9,21.5,0.0,44,4.3,2,20250312
633,15.4,21.3,9.6,0.0,53,10.1,3,20250312
634,16.3,21.3,13.1,0.8,57,15.5,4,20250312
635,4.4,7.4,2.1,4.0,79,7.2,5,20250312
636,6.1,10.7,2.2,3.2,88,4.8,6,20250312
637,5.8,8.2,4.3,5.2,95,3.4,7,20250312
638,20.5,28.5,13.5,0.0,58,10.4,8,20250312
639,27.7,35.0,19.8,0.0,14,8.8,9,20250312
640,21.2,26.5,17.2,0.1,42,6.1,1,20250313
641,27.0,33.4,22.2,0.0,45,5.0,2,20250313
642,17.5,24.4,11.9,0.0,47,14.2,3,20250313
643,17.2,21.5,13.3,0.0,53,11.5,4,20250313
644,3.7,7.1,1.5,0.7,82,10.5,5,20250313
645,4.3,6.6,1.6,6.1,92,6.6,6,20250313
646,5.4,9.4,3.0,3.8,85,6.7,7,20250313
647,23.9,31.9,16.4,0.0,35,5.4,8,20250313
648,29.1,36.8,21.0,0.0,11,8.6,9,20250313
649,22.3,28.1,16.9,0.0,32,6.8,1,20250314
650,27.9,32.2,23.5,0.0,47,4.2,2,20250314
651,19.2,26.3,13.0,0.0,42,5.9,3,20250314
652,18.8,24.0,14.9,0.0,44,12.6,4,20250314
653,3.6,7.9,0.0,0.4,82,6.3,5,20250314
654,3.5,5.9,1.4,4.8,86,6.0,6,20250314
655,4.0,7.2,1.3,0.5,77,7.0,7,20250314
656,25.6,32.5,18.2,0.0,25,6.4,8,20250314
657,30.8,38.2,22.8,0.0,13,9.9,9,20250314
658,22.7,28.3,17.4,0.0,23,6.7,1,20250315
659,28.7,34.5,24.1,0.0,37,7.0,2,20250315
660,21.3,27.7,14.9,0.0,34,5.4,3,20250315
661,18.7,25.3,13.5,0.0,51,11.0,4,20250315
662,4.0,7.7,0.9,0.2,70,12.4,5,20250315
663,3.7,5.0,2.2,2.4,84,16.2,6,20250315
664,4.5,6.5,3.2,1.7,81,13.7,7,20250315
665,23.9,31.2,17.2,0.0,40,11.2,8,20250315
666,31.7,38.4,24.1,0.0,16,11.5,9,20250315
667,21.7,24.7,16.7,1.1,31,5.2,1,20250316
668,28.2,33.6,24.0,0.0,36,6.2,2,20250316
669,21.8,28.3,15.1,0.0,32,5.6,3,20250316
670,20.4,25.3,17.0,0.0,42,14.8,4,20250316
671,3.9,8.0,-0.4,0.0,74,11.2,5,20250316
672,3.0,4.7,1.7,0.4,85,10.3,6,20250316
673,3.4,4.9,2.4,6.3,92,5.3,7,20250316
674,25.7,35.0,17.6,0.0,40,9.7,8,20250316
675,31.7,38.3,24.8,0.0,17,9.3,9,20250316
676,23.6,29.0,17.6,0.0,31,6.0,1,20250317
677,27.1,31.3,23.5,0.0,49,5.3,2,20250317
678,22.0,28.6,16.1,0.0,24,4.7,3,20250317
679,14.7,19.8,10.0,0.3,68,9.8,4,20250317
680,5.8,8.1,4.0,0.3,79,11.7,5,20250317
681,2.3,4.9,-0.9,0.2,76,9.2,6,20250317
682,4.3,8.0,1.9,0.0,77,10.9,7,20250317
683,27.8,35.6,19.4,0.0,27,6.3,8,20250317
684,31.7,38.6,23.6,0.0,15,8.5,9,20250317
685,25.9,31.8,19.3,0.0,24,4.6,1,20250318
686,26.8,30.5,23.6,0.0,61,5.4,2,20250318
687,20.9,26.2,15.7,0.0,36,9.3,3,20250318
688,6.9,10.0,2.9,21.5,83,20.3,4,20250318
689,5.7,10.1,2.4,0.0,69,11.6,5,20250318
690,0.6,5.6,-3.1,0.0,58,14.2,6,20250318
691,3.3,9.7,-2.0,0.0,73,7.4,7,20250318
692,23.6,30.1,17.5,0.0,46,8.9,8,20250318
693,32.4,39.0,25.0,0.0,16,8.5,9,20250318
694,28.3,35.3,21.2,0.0,19,8.3,1,20250319
695,27.8,33.0,23.7,0.0,58,5.5,2,20250319
696,13.9,17.8,10.1,0.0,65,12.9,3,20250319
697,5.0,6.6,3.8,0.9,54,20.8,4,20250319
698,8.5,16.5,1.9,0.0,72,5.7,5,20250319
699,3.3,11.1,-2.8,0.0,72,4.5,6,20250319
700,5.2,13.3,-1.1,0.0,72,1.8,7,20250319
701,19.3,26.0,14.6,0.0,55,10.2,8,20250319
702,32.6,39.6,23.5,0.0,13,8.7,9,20250319
703,29.0,33.7,25.5,0.4,21,10.8,1,20250320
704,27.2,31.3,23.4,0.0,64,6.1,2,20250320
705,8.5,11.0,5.4,1.6,76,27.7,3,20250320
706,6.4,8.9,4.0,2.8,74,12.6,4,20250320
707,12.4,19.2,5.7,0.0,70,6.2,5,20250320
708,7.8,16.3,0.5,0.0,68,6.5,6,20250320
709,7.6,16.8,0.6,0.0,71,1.8,7,20250320
710,15.6,19.5,13.7,0.0,44,16.2,8,20250320
711,32.6,38.9,26.1,0.0,15,11.4,9,20250320
712,24.3,28.1,21.2,4.0,53,5.8,1,20250321
713,27.2,32.5,22.7,0.0,54,6.2,2,20250321
714,5.9,8.1,3.7,2.5,82,14.3,3,20250321
715,7.6,10.9,5.1,0.0,65,9.3,4,20250321
716,13.1,17.1,9.5,0.8,69,11.5,5,20250321
717,9.9,17.5,2.7,0.0,64,8.9,6,20250321
718,9.3,17.7,2.7,0.0,66,3.9,7,20250321
719,15.4,19.2,12.4,0.1,45,11.1,8,20250321
720,29.6,35.8,24.5,0.0,15,15.4,9,20250321
721,22.7,28.3,19.4,6.6,65,5.3,1,20250322
722,25.8,29.6,21.0,0.0,68,7.5,2,20250322
723,7.7,12.0,4.3,0.5,77,5.8,3,20250322
724,8.1,11.6,4.7,0.0,62,4.8,4,20250322
725,12.9,15.5,11.0,1.4,82,7.7,5,20250322
726,11.1,16.7,6.5,0.0,66,7.7,6,20250322
727,12.0,17.8,7.0,0.0,58,6.5,7,20250322
728,15.4,20.0,10.9,0.0,49,7.5,8,20250322
729,24.5,30.8,18.3,0.0,13,14.7,9,20250322
730,17.7,20.3,15.3,0.0,54,11.0,1,20250323
731,26.3,29.8,22.3,0.0,67,7.5,2,20250323
732,9.6,16.0,4.2,0.0,67,3.6,3,20250323
733,10.8,16.1,6.2,1.0,61,6.2,4,20250323
734,10.8,14.7,8.2,2.8,88,8.1,5,20250323
735,9.4,13.9,7.0,3.5,77,8.0,6,20250323
736,9.1,13.1,6.4,3.6,80,4.7,7,20250323
737,16.3,22.5,9.7,0.0,47,8.8,8,20250323
738,23.7,31.0,16.2,0.0,14,12.6,9,20250323
739,17.2,21.8,12.7,0.0,29,10.8,1,20250324
740,26.8,30.2,23.2,0.0,69,6.7,2,20250324
741,13.1,20.7,6.5,0.0,50,3.5,3,20250324
742,14.3,16.9,10.5,1.1,61,15.6,4,20250324
743,9.3,12.7,7.1,0.0,76,8.5,5,20250324
744,8.2,12.5,5.1,6.0,87,5.4,6,20250324
745,8.9,14.0,4.9,1.4,83,4.1,7,20250324
746,18.3,25.9,12.2,0.0,49,14.4,8,20250324
747,25.6,33.6,17.0,0.0,16,10.4,9,20250324
748,18.2,23.6,12.7,0.0,22,9.0,1,20250325
749,29.3,33.5,26.1,0.0,26,25.0,2,20250325
750,17.9,24.7,11.5,0.0,31,4.1,3,20250325
751,16.2,19.1,13.8,0.0,53,12.6,4,20250325
752,10.1,14.5,4.9,0.2,82,7.5,5,20250325
753,8.8,13.0,5.7,6.9,86,7.0,6,20250325
754,8.4,13.7,5.0,5.5,88,2.2,7,20250325
755,21.3,29.9,14.0,0.0,46,13.0,8,20250325
756,28.7,36.6,19.9,0.0,17,9.0,9,20250325
757,19.9,25.0,14.1,0.0,17,7.1,1,20250326
758,28.1,33.3,23.6,0.0,8,19.3,2,20250326
759,20.3,26.7,14.3,0.0,25,5.8,3,20250326
760,15.4,20.2,12.3,0.0,63,6.8,4,20250326
761,12.0,15.6,9.3,0.3,75,4.8,5,20250326
762,7.2,10.4,4.2,10.3,86,9.0,6,20250326
763,8.1,11.2,4.6,7.0,85,4.2,7,20250326
764,24.2,32.9,16.7,0.0,38,9.8,8,20250326
765,30.9,37.8,23.1,0.0,22,8.8,9,20250326
766,22.3,28.2,15.4,0.0,18,3.5,1,20250327
767,26.7,32.6,21.5,0.0,18,12.2,2,20250327
768,22.3,29.2,15.7,0.0,23,8.7,3,20250327
769,16.2,23.4,11.9,0.0,50,10.6,4,20250327
770,10.1,14.9,5.8,0.0,81,9.3,5,20250327
771,6.3,8.3,4.7,1.2,86,8.0,6,20250327
772,7.8,10.2,6.0,0.1,79,13.0,7,20250327
773,27.1,35.8,18.2,0.0,35,5.4,8,20250327
774,31.8,38.5,23.7,0.0,17,7.2,9,20250327
775,24.8,30.6,18.1,0.0,16,5.8,1,20250328
776,26.1,30.9,21.9,0.0,32,6.5,2,20250328
777,23.0,29.6,17.0,0.0,18,7.7,3,20250328
778,13.2,19.3,10.8,1.8,72,14.7,4,20250328
779,10.1,14.2,7.4,0.8,72,13.3,5,20250328
780,7.0,11.6,1.9,0.1,74,6.5,6,20250328
781,6.2,10.1,2.2,0.0,83,4.0,7,20250328
782,26.5,32.7,18.9,0.0,27,11.3,8,20250328
783,32.8,39.8,24.2,0.0,17,4.7,9,20250328
784,26.4,32.4,20.1,0.0,12,6.8,1,20250329
785,24.7,28.9,20.5,0.0,62,7.5,2,20250329
786,18.2,22.3,14.6,2.8,59,7.9,3,20250329
787,13.5,17.4,9.9,1.2,76,5.6,4,20250329
788,8.6,13.6,3.7,0.0,63,11.3,5,20250329
789,7.3,8.8,6.0,9.9,89,10.6,6,20250329
790,7.6,10.4,6.1,9.6,89,4.8,7,20250329
791,20.1,25.7,14.5,0.0,52,7.0,8,20250329
792,33.7,40.6,26.2,0.0,13,7.5,9,20250329
793,27.3,33.0,22.0,0.0,12,10.5,1,20250330
794,25.1,29.1,20.7,0.0,63,7.6,2,20250330
795,13.6,18.2,10.4,2.7,68,10.2,3,20250330
796,13.7,18.2,9.8,0.2,74,5.6,4,20250330
797,12.2,15.9,9.6,0.0,65,14.6,5,20250330
798,8.3,12.3,5.3,4.2,73,15.3,6,20250330
799,8.5,13.6,3.4,1.2,75,7.8,7,20250330
800,21.3,27.7,14.2,0.0,38,5.9,8,20250330
801,34.1,41.1,26.1,0.0,12,8.2,9,20250330
802,29.1,35.5,23.3,0.0,13,10.4,1,20250331
803,25.5,29.8,21.1,0.0,61,7.3,2,20250331
804,15.1,21.3,8.6,0.0,46,8.1,3,20250331
805,13.1,18.6,9.5,0.6,78,8.1,4,20250331
806,10.6,16.3,5.9,0.0,62,6.5,5,20250331
807,5.2,7.5,3.2,5.5,81,13.8,6,20250331
808,7.0,10.6,4.2,0.8,73,7.9,7,20250331
809,25.0,31.6,18.6,0.0,17,9.1,8,20250331
810,35.2,43.1,26.2,0.0,10,8.1,9,20250331
811,30.4,36.3,24.1,0.0,15,9.2,1,20250401
812,26.0,30.8,21.1,0.0,56,5.0,2,20250401
813,18.9,24.5,15.1,1.3,47,12.1,3,20250401
814,12.2,17.6,9.3,6.2,84,12.6,4,20250401
815,9.2,13.7,5.4,0.0,68,14.1,5,20250401
816,4.7,8.0,1.6,2.9,81,10.4,6,20250401
817,6.1,9.7,3.0,0.0,68,19.8,7,20250401
818,23.7,28.0,20.2,0.4,24,7.7,8,20250401
819,36.3,43.8,28.0,0.0,12,5.7,9,20250401
820,32.5,38.5,26.0,0.0,13,7.3,1,20250402
821,27.0,31.4,23.0,0.0,48,4.5,2,20250402
822,17.3,21.7,13.1,0.0,48,11.9,3,20250402
823,10.7,13.5,9.1,0.3,89,13.8,4,20250402
824,11.1,15.9,7.3,0.0,60,16.0,5,20250402
825,8.3,13.3,4.4,0.0,70,19.5,6,20250402
826,8.7,15.8,2.5,0.0,71,10.7,7,20250402
827,22.7,28.2,16.8,0.0,30,6.6,8,20250402
828,37.1,44.3,29.2,0.0,13,7.8,9,20250402
829,33.1,38.4,27.9,0.0,13,9.0,1,20250403
830,27.2,31.8,22.2,0.0,49,5.0,2,20250403
831,16.0,22.1,9.9,0.0,40,6.5,3,20250403
832,11.6,14.8,9.6,3.2,82,8.1,4,20250403
833,13.2,18.6,8.8,0.0,61,13.2,5,20250403
834,10.3,16.3,5.7,0.0,65,12.7,6,20250403
835,10.0,18.0,3.6,0.0,73,4.2,7,20250403
836,22.4,28.9,15.9,0.0,33,7.9,8,20250403
837,36.0,42.5,29.0,0.0,15,12.6,9,20250403
838,32.1,37.5,25.9,0.0,12,12.2,1,20250404
839,26.6,31.3,21.9,0.0,68,5.9,2,20250404
840,15.2,20.6,10.7,0.0,50,8.1,3,20250404
841,11.5,15.7,8.6,0.1,76,7.1,4,20250404
842,14.8,21.4,10.1,0.0,56,12.2,5,20250404
843,10.5,17.2,4.0,0.0,64,8.5,6,20250404
844,11.0,19.2,3.6,0.0,76,3.8,7,20250404
845,20.6,26.1,15.0,0.0,48,6.8,8,20250404
846,34.1,40.2,27.6,0.0,13,13.7,9,20250404
847,32.8,38.1,27.3,0.0,11,8.6,1,20250405
848,26.4,30.4,23.2,0.0,72,5.7,2,20250405
849,14.1,19.3,8.7,0.0,57,9.5,3,20250405
850,10.5,14.0,8.5,0.0,87,7.4,4,20250405
851,11.3,17.8,6.5,0.0,55,15.2,5,20250405
852,10.6,18.0,3.0,0.0,64,7.7,6,20250405
853,11.6,19.0,4.7,0.0,66,2.2,7,20250405
854,22.6,29.6,15.0,0.0,41,5.5,8,20250405
855,32.8,39.3,26.6,0.0,15,12.8,9,20250405
856,30.1,34.9,25.9,0.0,21,12.6,1,20250406
857,26.4,30.4,22.4,0.0,65,5.2,2,20250406
858,20.7,28.7,12.7,0.0,24,12.2,3,20250406
859,11.7,17.4,7.9,8.0,77,17.9,4,20250406
860,9.8,15.2,6.3,0.0,54,13.6,5,20250406
861,3.6,6.4,0.4,0.0,56,10.8,6,20250406
862,7.5,10.4,3.4,0.0,59,14.2,7,20250406
863,25.2,33.2,17.0,0.0,28,8.8,8,20250406
864,33.6,40.8,26.2,0.0,17,10.0,9,20250406
865,29.3,35.3,24.4,0.0,22,9.4,1,20250407
866,27.4,33.2,22.6,0.0,65,5.2,2,20250407
867,22.6,27.1,18.2,0.0,25,9.1,3,20250407
868,6.8,9.2,5.0,8.3,84,17.8,4,20250407
869,9.3,15.0,4.2,0.0,55,10.0,5,20250407
870,3.2,8.1,-1.9,0.0,56,9.2,6,20250407
871,5.6,12.2,-0.4,0.0,60,7.7,7,20250407
872,22.6,29.1,15.8,0.0,47,9.6,8,20250407
873,34.4,41.2,26.3,0.0,14,7.5,9,20250407
874,29.7,35.4,23.3,0.0,22,6.5,1,20250408
875,28.0,32.9,23.8,0.0,58,5.8,2,20250408
876,25.0,31.2,18.8,0.0,24,10.2,3,20250408
877,6.7,9.0,4.9,0.0,62,14.6,4,20250408
878,9.9,16.0,4.1,0.0,56,8.1,5,20250408
879,5.8,11.6,0.2,0.0,61,7.4,6,20250408
880,6.8,13.9,0.3,0.0,66,5.2,7,20250408
881,27.0,37.0,16.4,0.0,31,11.2,8,20250408
882,35.1,41.6,27.5,0.0,9,7.1,9,20250408
883,32.2,38.4,25.5,0.0,19,6.4,1,20250409
884,28.6,34.1,23.9,0.0,53,6.1,2,20250409
885,22.0,25.9,12.9,0.0,34,13.8,3,20250409
886,7.2,9.7,5.5,0.0,56,10.6,4,20250409
887,9.0,13.5,3.9,0.0,61,10.2,5,20250409
888,6.2,10.8,1.0,0.0,66,5.6,6,20250409
889,8.4,15.1,2.2,0.0,69,4.0,7,20250409
890,21.5,26.5,17.0,0.0,54,10.3,8,20250409
891,36.0,43.0,27.5,0.0,7,8.4,9,20250409
892,34.2,39.4,28.1,0.0,13,10.8,1,20250410
893,28.4,32.9,24.2,0.0,56,6.3,2,20250410
894,12.2,16.6,8.8,0.0,64,17.5,3,20250410
895,9.2,11.9,6.2,2.7,64,15.0,4,20250410
896,10.6,16.0,5.4,0.0,61,5.3,5,20250410
897,8.1,13.7,3.3,0.0,65,8.6,6,20250410
898,9.5,16.4,2.8,0.0,65,2.3,7,20250410
899,18.4,23.8,14.4,0.2,49,10.6,8,20250410
900,36.2,43.1,29.1,0.0,9,12.8,9,20250410
901,31.8,36.6,26.3,0.0,18,7.9,1,20250411
902,27.6,31.5,24.2,0.0,65,7.3,2,20250411
903,10.4,14.3,7.4,0.5,64,14.2,3,20250411
904,6.1,8.6,2.9,4.9,54,15.4,4,20250411
905,14.3,22.6,6.4,0.0,56,5.2,5,20250411
906,9.9,16.7,3.9,0.0,68,8.6,6,20250411
907,10.4,18.3,3.3,0.0,68,1.7,7,20250411
908,17.0,21.4,12.6,0.0,47,9.3,8,20250411
909,31.7,37.6,26.2,0.0,14,16.7,9,20250411
910,30.7,35.9,26.4,0.0,18,8.4,1,20250412
911,27.5,31.7,24.2,0.2,77,9.8,2,20250412
912,10.7,14.7,7.4,0.9,73,14.6,3,20250412
913,8.1,9.5,5.6,4.6,66,12.7,4,20250412
914,15.3,22.2,8.0,0.0,50,8.7,5,20250412
915,11.7,18.8,4.0,0.0,68,8.0,6,20250412
916,11.5,19.8,4.1,0.0,74,2.9,7,20250412
917,18.2,23.7,12.4,0.0,49,5.9,8,20250412
918,28.6,35.0,22.0,0.0,11,13.8,9,20250412
919,26.8,31.8,20.8,0.0,25,9.7,1,20250413
920,28.0,31.6,24.6,0.0,73,10.0,2,20250413
921,11.3,16.7,7.3,0.2,62,8.1,3,20250413
922,7.9,11.3,3.6,0.0,68,5.8,4,20250413
